gene_short_name	gene_id	locus	s_1_NR_A_FPKM	s_2_NR_B_FPKM	s_3_CR_A_FPKM	s_4_CR_B_FPKM
ATF1	YOR377W	ref|NC_001147|:1046225-1047803	31.5004	32.8145	105.758	72.807
ATF2	YGR177C	ref|NC_001139|:848828-850436	19.3785	19.111	8.93973	6.99777
ATG1	YGL180W	ref|NC_001139|:160064-162758	17.167	17.6532	43.701	32.3015
ATG10	YLL042C	ref|NC_001144|:52086-52590	9.62945	12.1302	11.9145	16.0005
ATG11	YPR049C	ref|NC_001148|:661136-664673	21.4359	16.7243	16.652	22.0076
ATG12	YBR217W	ref|NC_001134|:657831-658392	48.8379	48.1015	63.6241	84.3086
ATG13	YPR185W	ref|NC_001148|:907217-909434	94.888	115.825	100.216	72.9312
ATG14	YBR128C	ref|NC_001134|:493080-494115	68.1327	77.0636	69.9469	151.79
ATG15	YCR068W	ref|NC_001135|:237213-238776	25.9383	22.799	35.0267	23.2385
ATG16	YMR159C	ref|NC_001145|:574475-574928	151.113	149.27	125.119	261.291
ATG17	YLR423C	ref|NC_001144|:971916-973170	53.8601	58.4757	64.3935	110.478
ATG18	YFR021W	ref|NC_001138|:194811-196314	36.9664	34.2522	37.9634	28.1459
ATG19	YOL082W	ref|NC_001147|:168726-169974	43.8056	51.3215	140.254	110.108
ATG2	YNL242W	ref|NC_001146|:191323-196102	20.2224	20.9613	31.9111	32.2033
ATG20	YDL113C	ref|NC_001136|:256632-258555	79.153	81.9977	170.687	243.88
ATG21	YPL100W	ref|NC_001148|:361871-363362	56.7629	67.6763	76.2488	87.967
ATG22	YCL038C	ref|NC_001135|:54940-56527	31.3926	31.665	44.6531	35.7064
ATG23	YLR431C	ref|NC_001144|:1000341-1001703	19.3261	18.8153	26.6962	35.9315
ATG26	YLR189C	ref|NC_001144|:530796-534393	31.5456	28.4062	61.2146	54.0462
ATG27	YJL178C	ref|NC_001142|:89281-90097	148.177	130.847	87.3442	63.2003
ATG29	YPL166W	ref|NC_001148|:237337-237979	87.7893	92.5795	149.948	293.718
ATG3	YNR007C	ref|NC_001146|:639181-640114	138.597	171.656	221.996	241.89
ATG32	YIL146C	ref|NC_001141|:74183-75773	8.94643	8.50226	15.6942	21.8512
ATG33	YLR356W	ref|NC_001144|:840320-840914	29.6323	30.9681	86.1225	98.0748
ATG34	YOL083W	ref|NC_001147|:165713-166952	17.1176	23.2714	89.7312	152.877
ATG4	YNL223W	ref|NC_001146|:227369-228854	32.659	40.375	98.413	90.2096
ATG5	YPL149W	ref|NC_001148|:271309-272194	73.6143	58.0439	99.8976	134.322
ATG7	YHR171W	ref|NC_001140|:445712-447605	31.8932	39.867	40.7245	41.0336
ATG8	YBL078C	ref|NC_001134|:80377-80731	483.981	599.201	843.042	1832.47
ATG9	YDL149W	ref|NC_001136|:184924-187918	14.5744	13.1454	34.6409	41.0131
ATH1	YPR026W	ref|NC_001148|:615378-619014	22.6682	23.0859	138.092	136.75
ATM1	YMR301C	ref|NC_001145|:867554-869627	44.033	31.6704	31.7274	19.9452
ATO2	YNR002C	ref|NC_001146|:633007-633856	60.0627	62.5788	172.181	240.251
ATO3	YDR384C	ref|NC_001136|:1241203-1242031	20.9996	14.1294	247.604	351.583
ATP1	YBL099W	ref|NC_001134|:37052-38690	397.108	451.66	959.943	668.105
ATP10	YLR393W	ref|NC_001144|:907078-907918	25.9393	23.1896	34.5096	27.9149
ATP11	YNL315C	ref|NC_001146|:43323-44280	117.313	115.159	152.074	104.012
ATP12	YJL180C	ref|NC_001142|:87582-88560	28.9124	31.3881	51.8718	25.2471
ATP14	YLR295C	ref|NC_001144|:721998-722373	243.03	234.785	427.307	349.532
ATP15	YPL271W	ref|NC_001148|:30078-30267	1183.02	1247.84	3394.35	3246.02
ATP16	YDL004W	ref|NC_001136|:443028-443511	116.06	136.321	369.024	275.268
ATP17	YDR377W	ref|NC_001136|:1228610-1228916	92.7937	127.69	254.248	230.381
ATP18	YML081C-A	ref|NC_001145|:103982-104162	829.476	777.267	1431.47	924.63
ATP19	YOL077W-A	ref|NC_001147|:185437-185644	419.773	414.265	1341.02	615.777
ATP2	YJR121W	ref|NC_001142|:647606-649142	153.36	209.573	701.125	603.369
ATP20	YPR020W	ref|NC_001148|:599869-600217	59.1059	76.0753	163.913	232.781
ATP22	YDR350C	ref|NC_001136|:1176119-1178174	32.5697	31.7598	74.992	75.4644
ATP23	YNR020C	ref|NC_001146|:667409-668222	23.2271	26.3869	48.1475	37.6962
ATP25	YMR098C	ref|NC_001145|:460770-462609	53.3762	47.55	70.2727	72.8927
ATP3	YBR039W	ref|NC_001134|:315574-316510	75.1882	81.5167	312.566	200.109
ATP4	YPL078C	ref|NC_001148|:408009-408744	180.708	238.693	381.664	352.501
ATP5	YDR298C	ref|NC_001136|:1058175-1058814	226.754	291.787	604.489	736.21
ATP6	Q0085	ref|NC_001224|:28486-29266	0.816637	1.17023	0.387931	0.969245
ATP7	YKL016C	ref|NC_001143|:407464-407989	437.012	434.583	989.042	721.976
ATP8	Q0080	ref|NC_001224|:27665-27812	0	0	0	4.93285
ATR1	YML116W	ref|NC_001145|:38195-39824	42.0696	40.345	17.7391	18.0715
ATS1	YAL020C	ref|NC_001133|:113613-114615	55.4707	42.3164	60.3822	33.0327
ATX1	YNL259C	ref|NC_001146|:157643-157865	305.243	393.26	412.183	385.749
ATX2	YOR079C	ref|NC_001147|:473474-474416	24.2216	19.8025	18.2012	8.62439
AUA1	YFL010W-A	ref|NC_001138|:114989-115274	888.295	931.062	604.69	387.726
AUR1	YKL004W	ref|NC_001143|:435579-436785	26.7276	19.0261	30.1333	16.5386
AUS1	YOR011W	ref|NC_001147|:349678-353863	11.5903	11.3602	6.31271	4.37634
AVL9	YLR114C	ref|NC_001144|:374943-377238	82.6702	77.0834	78.7359	71.0974
AVO1	YOL078W	ref|NC_001147|:181681-185212	29.9391	24.7548	20.7499	24.0614
AVO2	YMR068W	ref|NC_001145|:406303-407584	34.5075	36.1038	43.3208	46.3062
AVT1	YJR001W	ref|NC_001142|:436801-438610	72.4007	75.8755	105.051	85.2069
AVT2	YEL064C	ref|NC_001137|:29796-31239	8.32623	10.0115	14.5699	17.3772
AVT3	YKL146W	ref|NC_001143|:171782-173861	78.1266	57.8443	117.1	107.151
AVT4	YNL101W	ref|NC_001146|:434998-437140	42.5694	47.1571	57.7362	70.8553
AVT5	YBL089W	ref|NC_001134|:49573-50953	23.2307	21.7604	17.7785	16.8267
AVT6	YER119C	ref|NC_001137|:399495-400842	29.8693	32.4151	48.0755	38.3765
AVT7	YIL088C	ref|NC_001141|:197930-199403	70.8345	87.9308	122.198	117.955
AXL1	YPR122W	ref|NC_001148|:782044-785671	54.3504	44.6546	31.3837	32.4698
AXL2	YIL140W	ref|NC_001141|:85365-87837	11.7033	10.8606	12.0863	4.63974
AYR1	YIL124W	ref|NC_001141|:126203-127097	115.166	132.002	348.464	420.689
AYT1	YLL063C	ref|NC_001144|:14647-16072	10.513	12.235	16.8793	10.591
AZF1	YOR113W	ref|NC_001147|:534074-536819	26.3578	25.4284	32.2694	36.0923
AZR1	YGR224W	ref|NC_001139|:942805-944647	44.7646	43.6105	39.582	35.6569
BAG7	YOR134W	ref|NC_001147|:578563-579793	32.0304	38.4764	231.943	251.593
BAP2	YBR068C	ref|NC_001134|:373860-375690	114.163	92.7571	256.7	178.158
BAP3	YDR046C	ref|NC_001136|:548761-550576	79.0772	60.9631	117.884	105.783
BAR1	YIL015W	ref|NC_001141|:322341-324105	230.209	108.591	58.8475	28.1334
BAS1	YKR099W	ref|NC_001143|:635850-638286	26.4685	17.5068	18.2236	12.4787
BAT1	YHR208W	ref|NC_001140|:517531-518713	299.328	285.143	95.5377	46.9282
BAT2	YJR148W	ref|NC_001142|:705743-706874	69.2338	76.3852	430.171	544.943
BBC1	YJL020C	ref|NC_001142|:398936-402410	58.4642	53.0625	76.0848	101.694
BBP1	YPL255W	ref|NC_001148|:67724-68882	27.5791	27.954	39.3273	27.9755
BCD1	YHR040W	ref|NC_001140|:187923-189024	77.3553	55.7927	34.4628	24.624
BCH1	YMR237W	ref|NC_001145|:743748-745923	54.6098	50.1164	74.2314	72.0941
BCH2	YKR027W	ref|NC_001143|:491363-493661	46.8285	42.395	35.9911	34.9751
BCK1	YJL095W	ref|NC_001142|:247254-251691	21.2052	18.5074	21.9525	17.7666
BCK2	YER167W	ref|NC_001137|:518215-520771	45.6927	36.4607	39.2439	33.9497
BCP1	YDR361C	ref|NC_001136|:1195411-1196263	193.613	134.148	48.6221	45.181
BCS1	YDR375C	ref|NC_001136|:1225165-1226536	39.6786	40.8526	76.2582	59.1943
BCY1	YIL033C	ref|NC_001141|:290418-291669	152.511	160.22	402.1	342.859
BDF1	YLR399C	ref|NC_001144|:919535-921596	80.8357	65.244	105.274	109.273
BDF2	YDL070W	ref|NC_001136|:331023-332940	344.041	399.795	323.476	337.172
BDH1	YAL060W	ref|NC_001133|:35154-36303	335.843	554.502	1566.68	1207.98
BDH2	YAL061W	ref|NC_001133|:33447-34701	398.142	428.514	1077.38	1259.23
BDP1	YNL039W	ref|NC_001146|:555047-556832	89.7597	91.3376	126.105	149.648
BDS1	YOL164W	ref|NC_001147|:6174-8115	21.7065	23.2561	32.8802	33.0719
BEM1	YBR200W	ref|NC_001134|:620871-622527	36.4967	45.3893	64.7975	59.3286
BEM2	YER155C	ref|NC_001137|:476344-482848	92.2095	74.2823	52.6464	61.0494
BEM3	YPL115C	ref|NC_001148|:332099-335486	21.8653	21.5707	28.5541	22.3079
BEM4	YPL161C	ref|NC_001148|:244318-246220	22.5216	20.4552	24.2175	29.254
BER1	YLR412W	ref|NC_001144|:948367-949192	70.2828	61.914	51.1354	79.8336
BET1	YIL004C	ref|NC_001141|:347945-348505	121.205	118.945	114.602	103.179
BET2	YPR176C	ref|NC_001148|:891100-892078	97.8942	96.0454	91.7461	99.459
BET3	YKR068C	ref|NC_001143|:570327-570909	198.1	207.823	242.924	232.736
BET4	YJL031C	ref|NC_001142|:386367-387438	146.94	134.944	100.038	133.542
BET5	YML077W	ref|NC_001145|:111864-112344	45.3948	43.4597	36.5119	31.1423
BFA1	YJR053W	ref|NC_001142|:534026-535751	15.6642	11.329	8.63631	7.73864
BFR1	YOR198C	ref|NC_001147|:718652-720065	347.094	399.309	401.278	294.983
BFR2	YDR299W	ref|NC_001136|:1059626-1061231	167.683	99.7416	17.6708	15.5115
BGL2	YGR282C	ref|NC_001139|:1057782-1058724	1357.41	1336.34	901.715	437.332
BI2	Q0110	ref|NC_001224|:36539-38579	0.927867	0.670787	0.365182	5.0681
BI3	Q0115	ref|NC_001224|:36539-40265	0.145619	0.134868	0.0611073	0.413352
BI4	Q0120	ref|NC_001224|:36539-42251	0.635151	0.53327	0.096272	0.914673
BIG1	YHR101C	ref|NC_001140|:314873-315968	62.0619	70.1265	45.7058	50.8603
BIK1	YCL029C	ref|NC_001135|:68598-69921	41.3204	31.7367	46.6877	31.1759
BIM1	YER016W	ref|NC_001137|:188276-189311	85.0749	87.674	105.622	75.7875
BIO2	YGR286C	ref|NC_001139|:1063812-1064940	98.9875	91.7497	142.96	87.0137
BIO3	YNR058W	ref|NC_001146|:734290-735733	15.1066	19.7835	12.8063	6.84993
BIO4	YNR057C	ref|NC_001146|:733355-734069	28.7228	28.4414	27.6989	23.6443
BIO5	YNR056C	ref|NC_001146|:731617-733303	19.795	19.4331	11.913	8.78623
BIR1	YJR089W	ref|NC_001142|:587717-590582	36.7373	30.7271	43.8977	40.4327
BIT2	YBR270C	ref|NC_001134|:742760-744398	24.7225	31.7049	25.3681	23.534
BIT61	YJL058C	ref|NC_001142|:326241-327873	8.98925	9.06423	9.32043	7.49183
BLI1	YKL061W	ref|NC_001143|:325770-326112	128.689	129.426	212.311	388.509
BLM10	YFL007W	ref|NC_001138|:123478-129910	86.1312	78.1418	104.114	139.115
BLS1	YLR408C	ref|NC_001144|:933884-934253	73.7063	101.838	74.8704	137.925
BMH1	YER177W	ref|NC_001137|:545610-546414	3719.82	4134.54	2150.92	1648.6
BMH2	YDR099W	ref|NC_001136|:652780-653523	145.177	152.616	137.171	137.259
BMS1	YPL217C	ref|NC_001148|:139619-143171	193.263	120.186	56.8453	38.1607
BNA1	YJR025C	ref|NC_001142|:471137-471671	647.013	738.379	337.743	263.191
BNA2	YJR078W	ref|NC_001142|:578859-580221	14.2162	17.4848	14.5913	15.1804
BNA3	YJL060W	ref|NC_001142|:323385-324720	62.9869	82.6127	95.5025	82.3065
BNA4	YBL098W	ref|NC_001134|:39144-40527	100.097	149.717	41.4478	41.3724
BNA5	YLR231C	ref|NC_001144|:605757-607119	106.058	107.049	74.8382	46.8923
BNA6	YFR047C	ref|NC_001138|:244278-245166	330.008	440.358	270.428	232.008
BNA7	YDR428C	ref|NC_001136|:1323453-1324239	71.3543	61.8925	39.5878	30.0823
BNI1	YNL271C	ref|NC_001146|:129521-135383	42.8305	42.0298	55.631	48.9324
BNI4	YNL233W	ref|NC_001146|:211921-214600	58.6428	58.7286	30.6918	30.6924
BNI5	YNL166C	ref|NC_001146|:322218-323565	112.892	103.851	83.5944	47.7752
BNR1	YIL159W	ref|NC_001141|:41824-45952	10.1743	10.2882	7.4486	9.97841
BNS1	YGR230W	ref|NC_001139|:951893-952307	69.0792	71.6024	167.907	208.417
BOI1	YBL085W	ref|NC_001134|:63875-66818	34.6605	28.5722	22.4027	21.6671
BOI2	YER114C	ref|NC_001137|:390589-393712	20.8955	16.1213	26.1257	20.002
BOP2	YLR267W	ref|NC_001144|:678211-679924	26.5669	26.5373	217.493	351.408
BOP3	YNL042W	ref|NC_001146|:548099-549290	33.5001	45.8703	29.0817	30.9776
BOR1	YNL275W	ref|NC_001146|:119267-120998	17.2531	17.1298	28.8969	21.1794
BOS1	YLR078C	ref|NC_001144|:285735-286559	71.9417	71.2373	115.579	130.832
BPH1	YCR032W	ref|NC_001135|:179519-186023	25.9249	22.6404	15.7553	17.1813
BPL1	YDL141W	ref|NC_001136|:203038-205111	15.8224	16.5927	26.5724	20.6861
BPT1	YLL015W	ref|NC_001144|:116431-121111	79.9008	78.2527	76.7792	79.7987
BRE1	YDL074C	ref|NC_001136|:324046-326149	111.378	118.887	109.671	95.8688
BRE2	YLR015W	ref|NC_001144|:175226-176744	66.3631	51.3459	37.3222	46.5898
BRE4	YDL231C	ref|NC_001136|:38866-42244	41.6841	39.4233	44.6033	34.4751
BRE5	YNR051C	ref|NC_001146|:716779-718327	446.197	495.278	131.878	110.31
BRF1	YGR246C	ref|NC_001139|:982481-984272	110.193	97.3813	87.5754	82.4437
BRL1	YHR036W	ref|NC_001140|:180344-181760	28.8067	25.5417	31.5917	18.9068
BRN1	YBL097W	ref|NC_001134|:40830-43095	26.349	19.2995	17.3379	19.9946
BRO1	YPL084W	ref|NC_001148|:394037-396572	55.922	53.2054	61.7025	87.6751
BRP1	YGL007W	ref|NC_001139|:483259-483637	11.1773	14.6914	13.2435	11.3997
BRR1	YPR057W	ref|NC_001148|:672470-673496	74.1926	84.7302	76.4216	70.4769
BRR2	YER172C	ref|NC_001137|:529529-536021	52.5153	41.4473	30.3267	33.0926
BRR6	YGL247W	ref|NC_001139|:36932-37526	48.7556	53.2265	67.2176	63.1503
BRX1	YOL077C	ref|NC_001147|:185847-186723	186.4	108.735	93.4763	43.9001
BSC1	YDL037C	ref|NC_001136|:384600-385587	12.6165	10.2621	5.26393	2.93779
BSC2	YDR275W	ref|NC_001136|:1012251-1012959	71.9949	70.2915	59.8994	39.1229
BSC3	YLR465C	ref|NC_001144|:1067044-1067353	0.0128072	0	0.0141383	0
BSC4	YNL269W	ref|NC_001146|:137698-138094	8.741	9.11873	23.6403	72.2727
BSC5	YNR069C	ref|NC_001146|:761122-762592	24.6318	29.6921	27.0866	27.2388
BSC6	YOL137W	ref|NC_001147|:65620-67114	31.5195	28.1155	19.4798	14.5434
BSD2	YBR290W	ref|NC_001134|:782590-783556	196.446	226.821	474.881	540.705
BSP1	YPR171W	ref|NC_001148|:883827-885558	15.0965	17.4301	35.0925	33.8314
BST1	YFL025C	ref|NC_001138|:84144-87234	19.9234	17.9596	13.8704	12.2437
BTN2	YGR142W	ref|NC_001139|:772453-773686	173.727	308.434	332.35	340.456
BTS1	YPL069C	ref|NC_001148|:422884-423892	14.3348	19.2839	19.0235	13.2498
BTT1	YDR252W	ref|NC_001136|:963411-963861	135.989	151.529	98.9747	70.9648
BUB1	YGR188C	ref|NC_001139|:872043-875109	5.48349	4.09882	2.68108	2.46615
BUB2	YMR055C	ref|NC_001145|:386100-387021	36.2247	33.6948	28.4648	26.5374
BUB3	YOR026W	ref|NC_001147|:379780-380806	73.4977	81.8435	67.2087	58.7126
BUD13	YGL174W	ref|NC_001139|:174544-175345	48.2319	44.9823	50.0299	64.0397
BUD14	YAR014C	ref|NC_001133|:166741-168871	78.6726	66.6048	103.634	72.6419
BUD16	YEL029C	ref|NC_001137|:96857-97796	26.7433	27.8073	16.1473	13.0046
BUD17	YNR027W	ref|NC_001146|:674922-675876	20.9669	21.6069	28.0403	27.0077
BUD19	YJL188C	ref|NC_001142|:76201-76510	2335.21	2650.24	1632.65	788.672
BUD2	YKL092C	ref|NC_001143|:266144-269459	26.6598	23.2748	43.0161	41.8862
BUD20	YLR074C	ref|NC_001144|:281955-282456	344.618	225.63	127.87	107.421
BUD21	YOR078W	ref|NC_001147|:472724-473369	111.073	61.8063	71.8876	58.5839
BUD22	YMR014W	ref|NC_001145|:298867-300427	502.443	357.139	51.109	43.0551
BUD23	YCR047C	ref|NC_001135|:210717-211545	92.872	58.3704	48.0471	24.7558
BUD25	YER014C-A	ref|NC_001137|:183730-184700	9.68122	2.02653	11.5045	0.284394
BUD26	YDR241W	ref|NC_001136|:945150-945438	14.6287	14.3269	15.0214	35.1822
BUD27	YFL023W	ref|NC_001138|:90985-93376	52.7661	35.6354	12.6034	6.52601
BUD28	YLR062C	ref|NC_001144|:263576-263954	28.9799	23.2719	22.9538	16.6757
BUD3	YCL014W	ref|NC_001135|:96280-101191	12.7585	10.181	12.7779	8.96868
BUD30	YDL151C	ref|NC_001136|:183317-183899	2.95726	1.95396	2.1478	4.99494
BUD31	YCR063W	ref|NC_001135|:228317-228791	18.3756	15.3748	8.91327	7.62248
BUD32	YGR262C	ref|NC_001139|:1016973-1017759	87.5187	85.0558	71.7102	49.5743
BUD4	YJR092W	ref|NC_001142|:598734-603078	32.0962	25.7758	21.7918	19.002
BUD5	YCR038C	ref|NC_001135|:197620-199549	9.73441	10.5445	8.82238	6.98286
BUD6	YLR319C	ref|NC_001144|:769317-771684	36.9918	35.8313	28.2533	35.9867
BUD7	YOR299W	ref|NC_001147|:878434-880675	92.4429	91.0012	92.1678	52.6623
BUD8	YLR353W	ref|NC_001144|:834351-836163	23.8656	21.6838	50.6978	35.6693
BUD9	YGR041W	ref|NC_001139|:577486-579130	36.4741	37.4342	50.1972	31.858
BUG1	YDL099W	ref|NC_001136|:283418-284444	875.923	913.794	348.186	446.58
BUL1	YMR275C	ref|NC_001145|:815650-818581	32.866	30.0725	42.6532	39.102
BUL2	YML111W	ref|NC_001145|:46941-49704	24.8592	22.7098	23.0275	17.7883
BUR2	YLR226W	ref|NC_001144|:589353-590541	41.3199	41.2694	28.6405	37.291
BUR6	YER159C	ref|NC_001137|:491529-491958	423.279	344.987	270.772	285.415
BYE1	YKL005C	ref|NC_001143|:433092-434877	148.508	161.713	152.005	170.938
BZZ1	YHR114W	ref|NC_001140|:338082-339984	68.0992	71.0054	144.325	180.588
CAB1	YDR531W	ref|NC_001136|:1498231-1499335	42.8236	39.9973	99.8159	82.311
CAB2	YIL083C	ref|NC_001141|:203555-204653	58.5964	50.7921	68.2125	59.181
CAB3	YKL088W	ref|NC_001143|:275282-276998	54.9843	49.4202	92.2803	86.2669
CAB4	YGR277C	ref|NC_001139|:1045643-1046561	59.4831	61.4795	53.3089	30.6837
CAB5	YDR196C	ref|NC_001136|:850273-850999	318.794	440.318	401.75	606.911
CAC2	YML102W	ref|NC_001145|:68293-69700	65.4229	47.4489	57.0353	44.4838
CAD1	YDR423C	ref|NC_001136|:1318045-1319275	126.877	97.9519	133.784	236.791
CAF120	YNL278W	ref|NC_001146|:113270-116453	12.9165	12.1575	11.6952	8.89987
CAF130	YGR134W	ref|NC_001139|:757769-761138	24.0708	22.5198	20.5017	22.4842
CAF16	YFL028C	ref|NC_001138|:79343-80213	79.8629	91.0102	110.572	116.087
CAF20	YOR276W	ref|NC_001147|:841332-841818	321.239	377.303	228.553	113.851
CAF4	YKR036C	ref|NC_001143|:508701-510633	45.7782	36.0022	42.0616	45.756
CAF40	YNL288W	ref|NC_001146|:90302-91424	64.3122	56.6021	102.051	62.67
CAJ1	YER048C	ref|NC_001137|:246981-248157	366.063	369.49	353.65	344.173
CAK1	YFL029C	ref|NC_001138|:78054-79161	48.1142	53.4214	81.9962	83.1259
CAM1	YPL048W	ref|NC_001148|:464400-465648	385.367	324.33	265.167	190.544
CAN1	YEL063C	ref|NC_001137|:31693-33466	29.2135	38.2925	53.6513	52.1433
CAP1	YKL007W	ref|NC_001143|:429301-430108	275.981	324.935	317.451	331.716
CAP2	YIL034C	ref|NC_001141|:289225-290089	275.519	256.556	280.561	223.355
CAR1	YPL111W	ref|NC_001148|:339943-340945	26.0219	24.1594	137.713	180.399
CAR2	YLR438W	ref|NC_001144|:1012500-1013775	20.3581	21.1162	53.4761	40.7508
CAT2	YML042W	ref|NC_001145|:192787-194800	19.1893	22.6884	259.972	470.459
CAT5	YOR125C	ref|NC_001147|:559029-559731	29.9544	33.5659	86.2452	60.3553
CAT8	YMR280C	ref|NC_001145|:827027-831329	26.7749	29.2579	182.799	159.694
CAX4	YGR036C	ref|NC_001139|:558148-558868	55.215	52.7731	34.8827	32.6306
CBC2	YPL178W	ref|NC_001148|:212157-212784	260.109	265.135	225.717	253.858
CBF1	YJR060W	ref|NC_001142|:548758-549814	124.191	95.8307	105.176	83.9593
CBF2	YGR140W	ref|NC_001139|:767428-770299	30.178	20.9813	17.4023	15.2674
CBF5	YLR175W	ref|NC_001144|:506133-507585	1330.24	1176.42	299.921	275.458
CBK1	YNL161W	ref|NC_001146|:332596-334867	50.3178	47.6194	59.4191	49.3821
CBP1	YJL209W	ref|NC_001142|:38004-39969	24.9409	23.7355	28.7236	17.617
CBP2	YHL038C	ref|NC_001140|:23616-25509	34.4399	32.7302	63.8949	47.1166
CBP3	YPL215W	ref|NC_001148|:147415-148423	60.3066	68.3825	138.353	121.859
CBP4	YGR174C	ref|NC_001139|:845892-846405	49.4633	54.6977	225.007	224.928
CBP6	YBR120C	ref|NC_001134|:480434-480923	78.2594	77.8391	106.949	150.013
CBR1	YIL043C	ref|NC_001141|:274071-274926	360.926	328.359	375.972	342.802
CBS1	YDL069C	ref|NC_001136|:333120-333810	24.2233	25.2962	28.0692	23.9042
CBS2	YDR197W	ref|NC_001136|:851227-852397	40.3156	42.2616	64.7228	69.0817
CBT1	YKL208W	ref|NC_001143|:47156-47972	43.4814	41.1045	55.3355	42.839
CCA1	YER168C	ref|NC_001137|:521028-522669	75.0649	65.154	39.2946	45.8818
CCC1	YLR220W	ref|NC_001144|:576824-577793	50.6868	49.2044	121.939	74.1799
CCC2	YDR270W	ref|NC_001136|:1005674-1008689	20.4669	18.6999	19.1701	14.651
CCE1	YKL011C	ref|NC_001143|:420154-421216	37.9486	39.4093	32.8457	48.3366
CCH1	YGR217W	ref|NC_001139|:924695-930815	9.1003	8.74322	6.04039	6.07116
CCL1	YPR025C	ref|NC_001148|:613376-614558	42.8102	48.1397	120.571	154.052
CCM1	YGR150C	ref|NC_001139|:790458-793053	29.0092	27.5198	33.764	33.1905
CCP1	YKR066C	ref|NC_001143|:566112-567198	455.909	442.589	653.906	594.239
CCR4	YAL021C	ref|NC_001133|:110845-113359	27.0877	23.4415	29.0784	19.2898
CCS1	YMR038C	ref|NC_001145|:347510-348260	320.538	244.285	199.346	117.668
CCT2	YIL142W	ref|NC_001141|:83301-84885	460.626	389.074	232.383	106.671
CCT3	YJL014W	ref|NC_001142|:407557-409162	215.078	204.488	193.67	125.766
CCT4	YDL143W	ref|NC_001136|:199995-201582	79.0403	69.862	154.122	74.8687
CCT5	YJR064W	ref|NC_001142|:555913-557602	127.265	117.507	127.903	56.747
CCT6	YDR188W	ref|NC_001136|:836420-838061	422.045	355.126	443.119	218.393
CCT7	YJL111W	ref|NC_001142|:207876-209529	176.229	183.794	319.62	225.706
CCT8	YJL008C	ref|NC_001142|:419956-421663	382.729	338.083	313.077	219.606
CCW12	YLR110C	ref|NC_001144|:369696-370098	4584.42	4659.88	4306.64	3829.13
CCW14	YLR390W-A	ref|NC_001144|:903723-904440	174.08	139.221	218.36	87.4512
CCZ1	YBR131W	ref|NC_001134|:497162-499277	24.1428	24.2964	16.9338	17.1544
CDA1	YLR307W	ref|NC_001144|:745619-746525	4.06841	5.60775	5.12844	7.98495
CDA2	YLR308W	ref|NC_001144|:747936-748875	2.4229	2.34784	1.01343	0.729228
CDC1	YDR182W	ref|NC_001136|:827581-829057	52.5977	46.9993	58.1732	41.245
CDC10	YCR002C	ref|NC_001135|:117379-118348	222.864	212.115	161.211	194.251
CDC11	YJR076C	ref|NC_001142|:575353-576601	135.118	127.8	229.895	141.127
CDC12	YHR107C	ref|NC_001140|:326812-328036	57.1571	41.5049	86.9304	44.7115
CDC123	YLR215C	ref|NC_001144|:570775-571858	58.1435	49.0206	31.9199	22.2571
CDC13	YDL220C	ref|NC_001136|:62243-65018	16.821	14.886	13.948	12.9795
CDC14	YFR028C	ref|NC_001138|:208412-210068	24.578	15.3217	30.1328	23.7499
CDC15	YAR019C	ref|NC_001133|:172210-175135	8.43827	8.56677	12.2736	13.8984
CDC16	YKL022C	ref|NC_001143|:394725-397248	56.1679	51.5154	52.8555	50.951
CDC19	YAL038W	ref|NC_001133|:71785-73288	9122.57	10595.7	1973.24	1155.12
CDC20	YGL116W	ref|NC_001139|:289808-291641	33.0885	29.2012	44.5719	28.9574
CDC21	YOR074C	ref|NC_001147|:466674-467589	47.6313	36.8843	26.0502	15.514
CDC23	YHR166C	ref|NC_001140|:437169-439050	30.5985	29.3142	32.4129	30.5392
CDC24	YAL041W	ref|NC_001133|:62839-65404	20.795	18.4121	26.4836	23.7263
CDC25	YLR310C	ref|NC_001144|:752223-756993	81.1595	75.9425	105.652	96.3258
CDC26	YFR036W	ref|NC_001138|:226962-227337	35.6799	30.9919	62.7265	41.9566
CDC27	YBL084C	ref|NC_001134|:67168-69445	15.8055	14.2184	19.4296	19.5017
CDC28	YBR160W	ref|NC_001134|:560077-560974	133.286	118.864	85.6284	77.7604
CDC3	YLR314C	ref|NC_001144|:762574-764137	246.525	234.558	228.98	220.667
CDC31	YOR257W	ref|NC_001147|:811007-811493	341.499	345.35	320.123	451.817
CDC33	YOL139C	ref|NC_001147|:60382-61024	466.971	408.093	493.793	313.329
CDC34	YDR054C	ref|NC_001136|:561439-562327	328.829	365.224	696.616	895.414
CDC36	YDL165W	ref|NC_001136|:164289-164865	102.318	99.9345	82.2136	83.4313
